galaxy_name,success,n_pixels_total,n_pixels_quality,n_alpha_fe_calculated,quality_fraction,alpha_fe_fraction,alpha_fe_mean,alpha_fe_std,alpha_fe_min,alpha_fe_max,alpha_fe_median,alpha_fe_mean_uncertainty,velocity_v_mean,velocity_v_std,velocity_v_range,velocity_sigma_mean,velocity_sigma_std,velocity_v_over_sigma,velocity_n_velocity_pixels,gradient_slope,gradient_slope_error,gradient_intercept,gradient_r_value,gradient_p_value,gradient_n_points,gradient_significance,gradient_gradient_type
VCC1431,True,2001,509,342,0.2543728135932034,0.6719056974459725,0.241669594044776,0.07680910661048064,-0.2,0.4345868722687534,0.2486811437119854,0.15,9.706203363625386,81.10619407860972,"[-298.46460340996356, 295.6080117114345]",46.02611752696758,52.471088859044336,1.1559087572543807,2001.0,-0.003761088927161251,0.004546961572306668,0.24731809522944803,-0.04481426936385178,0.40872351254749795,342.0,not_significant,flat
VCC1486,True,2001,202,154,0.10094952523738131,0.7623762376237624,0.23415923232929353,0.08590739449805163,-0.2,0.4060791998644416,0.2499110782570122,0.15,-8.46113143903809,88.82004941433838,"[-297.8002638278077, 295.13462473911017]",51.115548569419154,57.52746589440057,1.1397884138933938,2001.0,0.011203047119886898,0.0073411084646970385,0.21478883647318425,0.12284313888996896,0.12907048040784352,154.0,not_significant,flat
VCC1499,False,2001,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
VCC1549,True,2001,436,335,0.2178910544727636,0.768348623853211,0.23170733154149903,0.09722587997899529,-0.2,0.44860095732087724,0.24674540352263827,0.14995654727650468,7.001826404881742,82.46783828099184,"[-298.9234472141117, 298.76216325512394]",51.61182134538907,60.337818041455016,1.0409256494242936,2001.0,-0.005271991664059423,0.004783412142391156,0.2401499799252761,-0.06028706351831258,0.2711965766475701,335.0,not_significant,flat
VCC1695,True,2001,454,334,0.22688655672163918,0.73568281938326,0.22797337219684458,0.08343848612080809,-0.2,0.4479107299471845,0.2449036167606442,0.15,-10.092600901939836,80.13941165281445,"[-293.9283489849665, 295.1940882672062]",49.295673648965106,59.661100990976166,1.038721162193641,2001.0,0.003981876650742759,0.004832691593591081,0.22196370842667562,0.0451737456047764,0.4105617809170412,334.0,not_significant,flat
VCC1811,True,2001,597,381,0.2983508245877061,0.6381909547738693,0.2051869605982468,0.10206434697377678,-0.2,0.4009082159428675,0.22728335276476125,0.14999999999999997,-23.178806144198646,65.81287648560607,"[-296.00179245314604, 298.130855238898]",39.138530814974885,44.15593819500305,1.1842183389834786,2001.0,0.01468151870931137,0.005561674903793461,0.18355813271766241,0.1343660435547492,0.008638945249150909,381.0,significant,positive
VCC1890,True,2001,281,208,0.14042978510744628,0.7402135231316725,0.22475558759970637,0.09944139737414155,-0.2,0.44555489668539106,0.2494890837269179,0.14999999999999997,7.076603747652657,83.38657390924041,"[-292.54626836390685, 298.2834012266219]",47.57961472309858,55.84558299191285,1.1203215481448587,2001.0,-0.004134006177852068,0.0070675232508930885,0.23087294944294798,-0.04072020042906607,0.5592349292828354,208.0,not_significant,flat
VCC1902,True,2001,962,385,0.48075962018990503,0.4002079002079002,0.23672119516986168,0.07632151094431698,-0.2,0.4643201539620829,0.24708516989962545,0.14993814592906646,1.8192985412314346,65.96183272521994,"[-297.79464614149634, 296.4079382729457]",39.33068457536625,48.03287949963979,1.0305015234625545,2001.0,0.002921780246936446,0.004204950115837929,0.2317526294260511,0.0354824624538775,0.48757498990198034,385.0,not_significant,flat
VCC1910,True,2001,465,348,0.23238380809595202,0.7483870967741936,0.24163621909171729,0.08817563910460052,-0.2,0.43108311821501444,0.2539736615679084,0.14999999999999997,7.3803876482861135,79.16657719125355,"[-291.13149446078023, 290.03437017350024]",45.78267403036895,53.102628000769045,1.1139334231606584,2001.0,-0.0003555678021069207,0.004983701248376441,0.24213857634851252,-0.003835563550776783,0.9431635022920534,348.0,not_significant,flat
VCC1949,True,2001,503,373,0.2513743128435782,0.7415506958250497,0.23008545882685016,0.07968207665153255,-0.2,0.40418816871710916,0.2417082952585164,0.14999999999999997,-23.42507537903336,80.93610120241173,"[-293.27046312597435, 299.76124073168904]",49.99110488934939,60.67979780896842,1.1566083984134647,2001.0,-0.011140588796213428,0.004262652246506195,0.24541303335148615,-0.13445584868090693,0.009325811023070256,373.0,significant,negative
